"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"730",452623.499999999,4232328.75,0.215480630889281,0.833444093434633,0.999964564224971,-4.59511985041971
"726",-57970.1666666665,1813006.91666667,-0.0559816177684615,0.956387896830969,0.999964564224971,-4.59511985043387
"734",-254550.999999999,3560306.33333333,-0.128650409005258,0.900020038502045,0.999964564224971,-4.59511985042947
"725",-67850,1130816.83333333,-0.127133828994168,0.901191678454897,0.999964564224971,-4.5951198504296
"718",9001271.80554038,24680352.6666667,1.42575267612894,0.182449549343132,0.829266205139967,-4.59511984989154
"739",-555005.666666667,17212947.3333333,-0.0581279897488935,0.95471780002829,0.999964564224971,-4.59511985043379
"742",966786,7430626,0.263463954165844,0.797196606982843,0.999964564224971,-4.59511985041225
"708",-83304.8333333334,606011.75,-0.349031217710888,0.733836046497737,0.999964564224971,-4.59511985039534
"738",-209222.414219357,3027927.16666667,-0.16695853603561,0.870515387213706,0.999964564224971,-4.59511985042331
"704",-29062.0102186875,210911.666666667,-0.516812872951838,0.615798509735587,0.999964564224971,-4.59511985033395
"712",-97293.6232095266,571903.333333333,-0.74893466238466,0.470037558768272,0.999964564224971,-4.59511985024349
"714",-634187.656791595,7410435.66666667,-0.260737524150058,0.799243733574116,0.999964564224971,-4.59511985040898
"741",49578.4999999995,2184924.58333333,0.0473579937213855,0.963100084193192,0.999964564224971,-4.59511985043416
"729",2301126.61356304,26453182.9166667,0.42981787609073,0.675854307582571,0.999964564224971,-4.59511985036987
"715",-250898.235447865,1648239.33333333,-0.423389343398647,0.680394483473247,0.999964564224971,-4.59511985036331
"727",-239020.526275983,916187.25,-0.568162470728927,0.581649212637877,0.999964564224971,-4.59511985032975
"722",-377276.255927084,1588591.33333333,-0.692695742920581,0.503254477778545,0.999964564224971,-4.59511985027495
"724",34810.6319064201,264070.583333333,0.309393365591167,0.762962586191434,0.999964564224971,-4.59511985039741
"785",12354.8333333332,813062.583333333,0.0339830905514134,0.973516155583151,0.999964564224971,-4.59511985043452
"762",-72643.8333333334,698116.583333333,-0.183249482768884,0.858027726856624,0.999964564224971,-4.5951198504239
"774",-18167.2373401005,441701.083333333,-0.0805835224935867,0.937260337139941,0.999964564224971,-4.59511985043034
"767",-181012.333333333,1114869.83333333,-0.30666981347432,0.764978702117992,0.999964564224971,-4.59511985040428
"840",8890287.83333333,40681463.25,1.06732930927522,0.309308295119254,0.912573300049572,-4.59511985009681
"803",-150530.295233287,431563.25,-1.10073974571293,0.295151629095058,0.912573300049572,-4.59511985008139
"782",62562.4042108269,1801247.91666667,0.143424789328354,0.888619527100028,0.999964564224971,-4.59511985040844
"806",-62797.9936984786,637872.583333333,-0.425749655686822,0.678725949408832,0.999964564224971,-4.5951198503485
"812",-647389.062213762,2845177.16666667,-1.34723786798492,0.205735552625391,0.852284465160633,-4.59511984994304
"816",119953.453941131,1473946.58333333,0.261376649703407,0.798763706791463,0.999964564224971,-4.5951198504086
"822",-3636.83333333317,1536401.58333333,-0.00566159302876873,0.995586880810211,0.999964564224971,-4.59511985043488
"821",497942.615496955,2514405.91666667,0.605505918569213,0.557465149409608,0.999964564224971,-4.59511985030977
"809",-56557.359594858,376967.416666667,-0.669787433224022,0.517183744046388,0.999964564224971,-4.59511985028845
"811",891787.438056406,11875836.8333333,0.23088362267623,0.821759573665787,0.999964564224971,-4.59511985041557
"826",3660.20273295835,680734,0.0208620144033438,0.983739595599772,0.999964564224971,-4.59511985040032
"817",-191757.720439003,1050922.33333333,-0.469411662836222,0.648193632805702,0.999964564224971,-4.59511985035674
"815",-96819.8538182797,958136.916666667,-0.381587325807129,0.710234823817069,0.999964564224971,-4.5951198503725
"819",457767.301093505,1476647.58333333,1.02773075740504,0.326744862850362,0.933905093072305,-4.59511985011987
"828",-130498.746660948,2007833.41666667,-0.758169583162571,0.464718059875723,0.999964564224971,-4.59511985023387
"832",1169892.95895089,2466761.16666667,1.38194935168123,0.19515076465102,0.837453232052325,-4.59511984990841
"835",918827.127609485,2335702.83333333,1.16511403676166,0.26928537582792,0.909873484022211,-4.59511985004068
"820",-73576.5077400662,431965.916666667,-0.600776662692472,0.560496686020688,0.999964564224971,-4.59511985030662
"836",-134378.396721825,623496,-0.679778198948811,0.511080913538025,0.999964564224971,-4.59511985028611
"837",-80708.8653245122,1174577.83333333,-0.170899938348771,0.867490610916513,0.999964564224971,-4.59511985041501
"841",-129984.325351067,1112988.25,-0.370648400676797,0.718130936291165,0.999964564224971,-4.59511985037393
"834",-11734.6502106899,333495.5,-0.133577394930556,0.89621541295367,0.999964564224971,-4.59511985040653
"869",-710222.767327031,766784.583333333,-6.31155209380662,6.49461921372838e-05,0.0248743915885797,-4.59511984807984
"868",-309107.087754138,594598.5,-2.63730330056276,0.0235858365619796,0.481389343067658,-4.59511984925022
"906",-267964.03139083,1145092.33333333,-1.28856202536024,0.224709626502065,0.88270550718247,-4.59511984997127
"881",-31214.7467923166,312425.083333333,-0.358952400662248,0.726611827759579,0.999964564224971,-4.59511985037104
"884",-171183.936029767,926346.166666667,-0.643489906962354,0.533452332511359,0.999964564224971,-4.59511985029925
"903",-305726.810757658,1996472.91666667,-1.5745571147796,0.144435001267373,0.78466107071495,-4.59511984980441
"854",18326.6744702566,1779965.91666667,0.0848037812626479,0.933982969646307,0.999964564224971,-4.59511985043216
"917",-95173.0229815648,2560881.41666667,-0.138071585771737,0.892747372763962,0.999964564224971,-4.59511985041944
"950",3325897.88289469,22382977.3333333,1.04464826651553,0.319207737213191,0.922465937217652,-4.59511985011051
"880",556382.303694144,4167035.16666667,0.683358781726027,0.508904247948024,0.999964564224971,-4.59511985027673
"954",-5009605.66666667,21451932,-0.852055842119893,0.412844242579498,0.999964564224971,-4.59511985021165
"974",2234573.01072094,23197013.1666667,0.554983684035158,0.59031654967585,0.999964564224971,-4.59511985032445
"925",22257.2869720846,1016007.41666667,0.130302962742123,0.898743635709622,0.999964564224971,-4.59511985038993
"910",-18449.5035768561,196045.333333333,-0.31960396889606,0.755420661012129,0.999964564224971,-4.59511985037172
"967",-1763749.5,11854363.5833333,-0.526182207725055,0.609492558827139,0.999964564224971,-4.59511985034627
"927",-139161.085773086,706540.333333333,-0.930515517460276,0.372618493913705,0.961029516289219,-4.5951198501671
"938",-16069.8333333335,880700.083333333,-0.0424033914251299,0.966957883596263,0.999964564224971,-4.59511985043431
"941",-13817.6666666665,1006821.16666667,-0.0307853899293089,0.976007295655021,0.999964564224971,-4.59511985043458
"966",-245723.250273412,9293313.91666667,-0.119339818305314,0.907216801000586,0.999964564224971,-4.59511985042881
"957",-462633.833333334,4263603.25,-0.200775725926308,0.844638558383301,0.999964564224971,-4.59511985042171
"960",-1244819.33333333,5167127.16666667,-0.45063170178064,0.661247615315604,0.999964564224971,-4.59511985036946
"968",24610.0310482748,1961514.33333333,0.025799594520689,0.979891959600403,0.999964564224971,-4.59511985042604
"969",-25342.6666666665,1265822.66666667,-0.0443774622909912,0.96542070185553,0.999964564224971,-4.59511985043425
"970",-95867.0209768906,2140147.41666667,-0.0875478717069934,0.931852648119414,0.999964564224971,-4.59511985043081
"999",1506068.08894143,8931559.83333333,0.837227532567661,0.420767706072122,0.999964564224971,-4.59511985021631
"958",-45029.4488172841,871751.166666667,-0.123328471496525,0.904132602174781,0.999964564224971,-4.59511985042662
"1047",-457549.497139378,3051426.5,-0.640318438035784,0.535434189489127,0.999964564224971,-4.59511985028474
"1013",-447138.177328096,5380358.58333333,-0.288849906448885,0.778214335873184,0.999964564224971,-4.59511985040511
"1064",836411.119898254,4106430.66666667,1.40083801688758,0.189585298881765,0.829841936819612,-4.59511984992024
"1009",115642.843931346,2569877.83333333,0.152498308799332,0.881630915220539,0.999964564224971,-4.59511985042357
"1039",-449776.713974338,2856852.08333333,-0.537759007953396,0.601746579013111,0.999964564224971,-4.5951198503409
"1022",-346177.451604968,869594.166666667,-2.36661503448699,0.0379651041972191,0.570220976766076,-4.59511984939028
"1010",-498823.590096824,2702074.91666667,-0.613523126650897,0.552346933145967,0.999964564224971,-4.59511985031492
"1046",-306183.673254251,4101438,-0.201795053396474,0.843861378685936,0.999964564224971,-4.59511985041791
"1026",-47702.1666666667,1272531.41666667,-0.0895251636767075,0.930317961351618,0.999964564224971,-4.59511985043227
"1045",-300190.856008489,1413067.33333333,-0.640024372901701,0.535618166454036,0.999964564224971,-4.59511985029981
"1043",-252520.7054652,1672076.25,-0.607933162098363,0.555912799550679,0.999964564224971,-4.59511985031279
"1143",-665928.733843396,5357977.25,-0.379971126600367,0.711399241483083,0.999964564224971,-4.5951198503847
"1063",998260.097221546,3073858.75,3.94368042306143,0.00242097544998051,0.154538932890422,-4.59511984874405
"1096",-293499.149961775,4829371.16666667,-0.229259851317498,0.822989267722751,0.999964564224971,-4.59511985040879
"1130",-179953.686849288,2163905.41666667,-0.259256807495149,0.800356186189288,0.999964564224971,-4.59511985040744
"1146",-1509028.08924491,12496662.6666667,-0.52058806540466,0.613253698015988,0.999964564224971,-4.59511985033295
"1093",-59619.0000000002,950981.333333333,-0.261637457893921,0.79856784711032,0.999964564224971,-4.59511985041256
"1098",-2962.47698227194,1088664,-0.0111131846547857,0.991337598644015,0.999964564224971,-4.5951198504334
"1088",-14120.789384154,180145.75,-0.290325734749187,0.777115301741709,0.999964564224971,-4.5951198503844
"1134",-368765.483652657,1127058.75,-1.78650184219208,0.102339990534121,0.706238132875102,-4.5951198496971
"1209",2019747.16666666,18008122.75,0.391583872706977,0.703049955852465,0.999964564224971,-4.59511985038526
"1151",-259568.48613269,3961215.33333333,-0.238747629345561,0.815811258389615,0.999964564224971,-4.59511985041077
"1120",25837.8929593726,203742.5,0.527980325751247,0.60828611883876,0.999964564224971,-4.59511985029406
"1126",-9688.89180958029,205103.166666667,-0.200938880435302,0.844514150603553,0.999964564224971,-4.59511985036569
"1164",-263808.166666667,1827779.91666667,-0.423398664754583,0.680387890557157,0.999964564224971,-4.595119850377
"1145",104639.333333333,832562.5,0.35360657220195,0.730501045756554,0.999964564224971,-4.59511985039431
"1181",-37235.4742356327,146639.333333333,-0.762353367929935,0.462320782768165,0.999964564224971,-4.59511985025177
"1245",-3200341.84014019,33943980.1666667,-0.442201359248338,0.667146508467665,0.999964564224971,-4.59511985036748
"1174",-98909.5451706197,391367.833333333,-1.19705873364272,0.25712692204264,0.909873484022211,-4.59511985003849
"1222",-36588.1500977617,238308.166666667,-0.75039442914452,0.46919414733276,0.999964564224971,-4.59511985025306
"1203",-71054.1464165002,1099830.58333333,-0.253558295961233,0.80464174892698,0.999964564224971,-4.59511985039428
"1254",-5272587.83333334,39441503.5833333,-0.499222395208768,0.62772553142107,0.999964564224971,-4.59511985035492
"1198",-62448.9917796313,460951.916666667,-0.439691126592141,0.668907559579304,0.999964564224971,-4.59511985036976
"1223",-112103.333333333,597492.166666667,-0.379850156692256,0.711486427347312,0.999964564224971,-4.59511985038815
"1191",-160046.545583519,758930.25,-0.702715253438082,0.497234096536272,0.999964564224971,-4.5951198502736
"1237",48911.4999999997,2205065.58333333,0.0620736533651973,0.951648270670854,0.999964564224971,-4.59511985043363
"1218",-525763.951816646,1424020.16666667,-1.72103983128681,0.113981479068457,0.750039889412133,-4.59511984969471
"1225",-74941.0000000002,1279250.83333333,-0.175233132790665,0.864167723963138,0.999964564224971,-4.59511985042484
"1247",-152231.214831359,759608.666666667,-0.559714494203896,0.587197388198444,0.999964564224971,-4.59511985032705
"1309",-1179553.98384682,5633736.33333333,-0.952154351587616,0.362028269578,0.957960034862707,-4.59511985015877
"1324",-387974.833333334,4661085.91666667,-0.246468782738805,0.809982800551709,0.999964564224971,-4.59511985041506
"1310",-238824.24159015,4810769.91666667,-0.205540347648035,0.841007304664237,0.999964564224971,-4.59511985041549
"1306",-727829.833333334,2071799.75,-0.976920986600823,0.350174390798565,0.947821849299296,-4.59511985014717
"1308",673801.999999998,9217141.16666667,0.237375511563376,0.816848261453391,0.999964564224971,-4.59511985041649
"1368",-1321683.12761236,22402945.3333333,-0.420953633452567,0.682118198023773,0.999964564224971,-4.59511985036862
"1378",-1835485.63241722,32608874.5,-0.408020618325553,0.691302350161456,0.999964564224971,-4.59511985037304
"1311",-200409.103276974,4365466.91666667,-0.20801533072817,0.839122571990011,0.999964564224971,-4.59511985041963
"1495",16870369.1666667,55374798.25,1.12916216698914,0.283504057923569,0.909873484022211,-4.5951198500608
"1336",3202.03013085534,1485767.08333333,0.00572126466358125,0.995540368298628,0.999964564224971,-4.59511985042498
"1313",-368772.5,9110728.08333333,-0.124869172058241,0.902941706523958,0.999964564224971,-4.59511985042978
"1333",1432710.01743018,10808785.9166667,1.24280699529366,0.240479341839666,0.897184636001153,-4.59511984999508
"1390",-1341819.82804413,22820009.9166667,-0.318370252535528,0.756330530393394,0.999964564224971,-4.59511985039982
"1299",2583710.67142865,19007717,0.888070937542976,0.39402415916449,0.98634805856209,-4.59511985019321
"1316",-181381.380670303,2591144.83333333,-0.278630580281509,0.785838386394258,0.999964564224971,-4.59511985039561
"1326",-54783.2609111655,1753522.5,-0.155465485671262,0.879347792289338,0.999964564224971,-4.59511985041786
"1327",1551525.54874808,4440652.25,1.81250879378166,0.09802281963658,0.689595679013132,-4.59511984964046
"1317",-34341.2895431219,1989394.58333333,-0.106021704740945,0.917526259754305,0.999964564224971,-4.59511985039751
"1312",-720273.982307579,4991810.58333333,-0.550084719303332,0.593555766303349,0.999964564224971,-4.59511985033135
"1300",-661237.779315087,1667901.66666667,-2.88541973712263,0.0152137172336155,0.388456913364983,-4.59511984922475
"1325",168079.178186177,2252125.41666667,0.174799737429043,0.864499948190878,0.999964564224971,-4.59511985041947
"1323",101879.857082842,1154971.58333333,0.437996953065665,0.670097286442887,0.999964564224971,-4.59511985035218
"1328",-202155.502173771,1500073.33333333,-0.653034107202377,0.52751384390966,0.999964564224971,-4.59511985028873
"1337",-342082.310313547,4745236.5,-0.28246191503894,0.782977240743942,0.999964564224971,-4.59511985039462
"1334",-404317.617524108,1802913,-0.881718378033991,0.397299999096656,0.987394103177822,-4.59511985019143
"1352",130289.15468825,1560386.5,0.368478625127975,0.719701302400693,0.999964564224971,-4.59511985038523
"1318",-180457.154385078,515697.083333333,-1.41922166398392,0.184297727129714,0.829266205139967,-4.59511984987986
"1356",129169.239087832,4445663,0.178311534834299,0.861808734719362,0.999964564224971,-4.59511985041655
"1341",-399009.653077164,1230696.33333333,-1.98654414600145,0.0731765341827364,0.689595679013132,-4.59511984957849
"1379",-1301603.43760237,2159167,-2.60578657896954,0.0249347729287804,0.481389343067658,-4.59511984917139
"1449",-23429.5583239025,13174857.3333333,-0.0117505085826306,0.990840847664327,0.999964564224971,-4.59511985041199
"1425",-423020.406904759,2136895.66666667,-0.921802226961014,0.376944383398815,0.96892415330031,-4.59511985017199
"1421",-1691967.79337163,6188461.91666667,-3.81595726369687,0.00300639260632004,0.164492624031511,-4.59511984870035
"1436",-518216.000000002,7262459.33333333,-0.367988072612293,0.720056525971668,0.999964564224971,-4.59511985039099
"1431",-33875.4513641471,2195513.83333333,-0.0726393381723238,0.943432884161529,0.999964564224971,-4.59511985042099
"1406",-1122797.96784824,2117821.83333333,-1.34999520309247,0.204877606255407,0.852284465160633,-4.59511984992825
"1496",-366671.231174765,28918475.5833333,-0.092064125564323,0.928347767318489,0.999964564224971,-4.59511985038773
"1437",571067.447390489,3591371.25,2.13959445032396,0.0563197524532019,0.631270835383275,-4.5951198494524
"1407",-57326.9832919375,265377.833333333,-0.79624354552,0.443194817887179,0.999964564224971,-4.59511985023725
"1459",598024.532851334,6723618,0.464109358497546,0.651866996175674,0.999964564224971,-4.59511985035648
"1467",-251691.764290912,3085557,-1.06879945523195,0.308674723017515,0.912573300049572,-4.59511985010673
"1485",-1857560.79259926,16400392.6666667,-1.16510851130836,0.269287517349549,0.909873484022211,-4.59511985004773
"1472",-1144027.92761916,4514207.16666667,-2.5600295066488,0.0270298845214593,0.481389343067658,-4.59511984912225
"1448",5472.16666666641,829252.916666667,0.021382369886817,0.983334083566195,0.999964564224971,-4.59511985043474
"1484",766295.269735471,14253439.75,0.288694149015716,0.778330356531368,0.999964564224971,-4.59511985040399
"1464",-770588.775277357,18566984.0833333,-0.635689847760931,0.538334216260684,0.999964564224971,-4.59511985028653
"1471",1302957.25760522,2837837.83333333,1.90958639013321,0.083340280232528,0.689595679013132,-4.5951198495747
"1458",-870080.005306467,2466226,-1.18871564241405,0.260259623695798,0.909873484022211,-4.59511985003168
"1452",-1426945.23780199,23990207.0833333,-0.444974390263954,0.665203530610272,0.999964564224971,-4.59511985036165
"1473",5052.78564744744,410804.416666667,0.0431376932662593,0.966386076105046,0.999964564224971,-4.59511985042022
"1438",-980124.905685297,3230166.75,-1.61158369514789,0.136124716732663,0.78466107071495,-4.59511984975628
"1479",-193295.734334143,2782930.41666667,-0.722465198870196,0.485496520439503,0.999964564224971,-4.59511985026949
"1511",-467098.860474334,996160.5,-1.65514045993168,0.126891646350682,0.769241695528907,-4.59511984975425
"1512",81203.5982038743,4644419.83333333,0.0563277593350522,0.956118548253854,0.999964564224971,-4.59511985043197
"1518",-101184.666666667,337996.166666667,-0.848547498127529,0.414709726769537,0.999964564224971,-4.59511985021336
"1520",-169005.34345327,584808.5,-1.01212702947466,0.333813281094517,0.938765583415107,-4.59511985012818
"1535",185064.908345616,2458225.5,0.281635741387109,0.783593924078039,0.999964564224971,-4.59511985039472
"1517",-362425.909753687,2198343,-0.930959799670875,0.372398867868918,0.961029516289219,-4.59511985016718
"1513",-231972.222774972,739868,-1.71455760299236,0.115196954288252,0.750039889412133,-4.59511984972363
"1499",103307.166666666,2742584.91666667,0.127753308037026,0.900713067479628,0.999964564224971,-4.59511985042954
"1543",-149476.613834706,4086331.5,-0.464042500095303,0.651913376864273,0.999964564224971,-4.59511985032705
"1526",-163772.337042254,2443415.25,-0.286900362927692,0.779666919905084,0.999964564224971,-4.59511985039636
"1525",-283265.529272637,2340109.41666667,-0.49538351737495,0.630343480071418,0.999964564224971,-4.59511985034829
"1564",2425329.57300104,4200144.08333333,2.54712279331174,0.0276516071735991,0.481389343067658,-4.59511984927402
"1548",10808.2663184664,1950716.33333333,0.0188159513818227,0.985334134136069,0.999964564224971,-4.59511985042103
"1553",-183377.226972632,3589908,-0.132527924821734,0.897025589585559,0.999964564224971,-4.59511985041657
"1603",-2583786.45562512,25757245.5833333,-1.40655789994431,0.187926568165819,0.829266205139967,-4.59511984989601
"1592",-610851.527550607,2385353.16666667,-1.49014381033531,0.165057106820711,0.805703204617857,-4.59511984983921
"1804",1202929.48251746,220332857.166667,0.0727506888338167,0.943346337981643,0.999964564224971,-4.59511985041997
"1609",-1658064.66666667,23545908.5,-0.405274046667894,0.693259560311994,0.999964564224971,-4.59511985038178
"1602",-1212269.97719378,12081793.5833333,-1.55571380240587,0.148832663182317,0.786247034466584,-4.59511984981433
"1618",-6148667.83333334,29694143.0833333,-1.90222499320317,0.0843782408685478,0.689595679013132,-4.59511984954694
"1594",-188465.058651718,6892625.91666667,-0.100338077985594,0.921930874635913,0.999964564224971,-4.59511985041983
"1587",-497773.420152362,1232205.16666667,-1.7332926767318,0.111715463263911,0.744122129218749,-4.59511984969524
"1664",218030.030238574,9226361.41666667,0.0926560112853998,0.927888545222529,0.999964564224971,-4.59511985042968
"1639",-987770.772123394,1711455.33333333,-2.14369436592188,0.0559232535336648,0.631270835383275,-4.59511984941631
"1576",-81129,312704.333333333,-0.989638357087489,0.344198151728557,0.944159489199035,-4.59511985014026
"1619",-27273.5836735112,278463,-0.319097740394946,0.755793959069247,0.999964564224971,-4.59511985039663
"1645",983517.493205235,17918105.8333333,0.147995318635728,0.885097931345958,0.999964564224971,-4.59511985042634
"1629",-199654.745785256,8449423.16666667,-0.0970023764715968,0.924517216410297,0.999964564224971,-4.59511985042782
"1671",-1721054.50097422,3583462.66666667,-1.42368635244827,0.183032580815372,0.829266205139967,-4.59511984988453
"1615",-55162.2844601526,5924566,-0.0905915784647515,0.929490380043978,0.999964564224971,-4.5951198503968
"1622",-430492.914807762,4697282.91666667,-0.281129354457926,0.783971985048395,0.999964564224971,-4.59511985040338
"1633",-148056.909631887,4841133.41666667,-0.0666802395580337,0.948065619811995,0.999964564224971,-4.59511985042672
"1652",-119084.940089871,4277705.25,-0.165487826759159,0.87164462228592,0.999964564224971,-4.59511985041289
"1646",411231.355932908,4743404.33333333,0.483324619070417,0.6386016433229,0.999964564224971,-4.59511985035143
"1642",110369.584990656,665989.166666667,0.667224485068395,0.518756256682418,0.999964564224971,-4.59511985028198
"1656",108310.743441592,3402664.08333333,0.180543751081979,0.860099061682811,0.999964564224971,-4.59511985038584
"1672",-242220.225297337,2601125.66666667,-0.308550824215364,0.763586083515848,0.999964564224971,-4.59511985040291
"1650",-470026.228968093,958770.583333333,-1.19391225838886,0.258304841285535,0.909873484022211,-4.5951198500283
"1651",184445.436790592,2274489.83333333,0.328930518688367,0.748554965161363,0.999964564224971,-4.59511985039797
"1731",-1372109.0042985,19425150.25,-0.270082058778216,0.792234108179987,0.999964564224971,-4.5951198503956
"1697",-140457.526653105,432880,-1.90756780191716,0.0836237200222697,0.689595679013132,-4.59511984963076
"1705",-274878.997334969,1572123.08333333,-1.07061469827597,0.307893784222757,0.912573300049572,-4.59511985009657
"1789",-3974803.89163753,55707201.3333333,-0.677949569935788,0.512194697874879,0.999964564224971,-4.59511985028713
"1732",3034452.16666667,7843992.25,1.06045748834201,0.312282811693413,0.913010052508224,-4.59511985010074
"1704",-415869.500000001,4603020.91666667,-0.268810118778783,0.793187115209896,0.999964564224971,-4.59511985041133
"1698",-149459.232958658,515410.416666667,-0.778941978958823,0.452893680408268,0.999964564224971,-4.5951198502409
"1706",-342577.849275205,1012922.75,-0.817575944710245,0.431424955148602,0.999964564224971,-4.59511985022823
"1803",2457975.56391627,94468359.25,0.399529812576257,0.69736048235438,0.999964564224971,-4.59511985036613
"1693",-320935.662812547,1279301.75,-1.31717643519544,0.215284119804535,0.867934925106702,-4.59511984995223
"1714",-933665.402698251,1566455.83333333,-2.62362461726531,0.0241621895176059,0.481389343067658,-4.59511984914829
"1725",1685261.16666667,8035281.58333333,0.719243186063341,0.487399607531983,0.999964564224971,-4.59511985027286
"1713",-688397.296862483,2495778.66666667,-0.552730173454735,0.591805422793817,0.999964564224971,-4.59511985032972
"1773",-4897322.72457262,39770681.5833333,-0.537556712092622,0.601881496952016,0.999964564224971,-4.59511985033876
"1769",-2636941.76551443,18833066.25,-0.679671134882858,0.511146084340166,0.999964564224971,-4.59511985027599
"1727",-57859.0846752976,2114733.5,-0.0749636118792148,0.941626526283266,0.999964564224971,-4.59511985042516
"1752",-3209120.82254103,5420313.25,-2.92986160556148,0.0140647827818318,0.382569027543902,-4.59511984907122
"1723",13799.2392238311,903183.916666667,0.0764856557148779,0.940443823804812,0.999964564224971,-4.59511985039722
"1765",-3601523.13960789,9368653.16666667,-2.22110618293163,0.048918145696087,0.622538769009549,-4.59511984940484
"1711",-140864.476365117,1437774.25,-0.35647727669324,0.72841154435906,0.999964564224971,-4.5951198503888
"1767",-4447048.5364317,5429628.66666667,-5.63002680911737,0.000169807629507751,0.0433575480676459,-4.59511984849082
"1749",40040.6095588758,459113.333333333,0.405751114252047,0.692919432576183,0.999964564224971,-4.59511985036381
"1799",1167347.66666666,68103924.6666667,0.105395681392515,0.918011267025313,0.999964564224971,-4.59511985043125
"1772",-285444.566054015,18937525,-0.0596539359440716,0.953530595931607,0.999964564224971,-4.59511985042927
"1741",11657.418041971,510256.583333333,0.0708331102482343,0.944836862651419,0.999964564224971,-4.59511985041369
"1776",-1908705.5,23622466.9166667,-0.300997516358117,0.769183478827595,0.999964564224971,-4.59511985040539
"1743",-1430126.4749511,2230961.16666667,-3.41996878813616,0.00594752268104315,0.267988374922297,-4.59511984892894
"1750",48370.6616185703,584047,0.308346961519362,0.763736972368168,0.999964564224971,-4.59511985039072
"1779",-4428218.92753779,29771415.5833333,-0.689744943133148,0.505035889891276,0.999964564224971,-4.5951198502828
"1790",-1916789.17191073,31728470,-0.304068065465651,0.766906357844498,0.999964564224971,-4.5951198503995
"1764",-23442.6666666667,788946.166666667,-0.0724584922087029,0.943573446494659,0.999964564224971,-4.59511985043317
"1762",-11303.0040130257,510556.583333333,-0.0726786050072896,0.943402364322244,0.999964564224971,-4.59511985041885
"1791",-1503122.89899692,17074345.25,-0.378800857039683,0.71224286357331,0.999964564224971,-4.59511985038372
"1792",-2958922.4105654,41515997.9166667,-0.263283670415671,0.797331923010938,0.999964564224971,-4.59511985040894
"1782",-1264201.45806032,11591262.1666667,-0.352150077918954,0.731562063205715,0.999964564224971,-4.59511985038698
"1783",-1381092.03468947,16484633.3333333,-0.514961916451315,0.617048155971874,0.999964564224971,-4.59511985033772
"1746",-143161.999418025,365933.166666667,-1.49166603488084,0.164663785607513,0.805703204617857,-4.59511984985806
"1740",-1803732.56256918,15312463.6666667,-0.435098837060254,0.67213467528238,0.999964564224971,-4.59511985037337
"1751",-215058.166666667,452093.416666667,-1.19191427975081,0.259055027617308,0.909873484022211,-4.59511985002307
"1784",-1265307.33642602,15060973.3333333,-0.422484043535897,0.681034927653056,0.999964564224971,-4.5951198503673
"1785",-315190.295829735,751934.25,-1.10608232815422,0.292934600728023,0.912573300049572,-4.59511985007471
"1781",153132.626976246,522697.916666667,0.995907634130553,0.341279609466621,0.944159489199035,-4.59511985013663
"1775",-233664.20393806,8528285.08333333,-0.131815660158358,0.897575518342358,0.999964564224971,-4.59511985042086
"1780",-169722.411736058,285321.5,-2.15106012725722,0.0552175814648541,0.631270835383275,-4.59511984947173
"1777",-743228.481930652,5157401.83333333,-0.797608796073333,0.442435310130866,0.999964564224971,-4.59511985023287
"1774",-583945.943628312,1791365.41666667,-2.21989080317766,0.0490213366976968,0.622538769009549,-4.59511984945207
"1788",-1120105.93322287,2935748.33333333,-0.650454141802077,0.529115307385296,0.999964564224971,-4.59511985029542
"1796",186168.957425211,375236.333333333,1.82568969251417,0.0958988578517721,0.689595679013132,-4.59511984965494
"1802",-1016909.48786272,3888586,-1.18090824117922,0.263218491151089,0.909873484022211,-4.59511985003043
"1797",-254864.939558503,800064,-4.20271859857442,0.00156974372244092,0.109311244671795,-4.59511984858899
"1805",-122685.68302005,395987.25,-2.07253920219008,0.0631956793230905,0.672331810576213,-4.59511984951941
"1800",-60932.6804691465,1777746.58333333,-0.13336923746084,0.896376097859753,0.999964564224971,-4.59511985041655
"1808",-126533.705293245,432328.416666667,-1.21109670743466,0.251923576079737,0.909873484022211,-4.59511985002969
"1816",-129101.364688456,414771.083333333,-2.00122937039826,0.0713735090123961,0.689595679013132,-4.59511984966082
"1828",81309.5631784661,1975243.33333333,0.135168084089765,0.894987659253113,0.999964564224971,-4.59511985042292
"1825",-113587.075509274,417246.25,-1.31826264530229,0.214932835507134,0.867934925106702,-4.59511984995894
"1834",280601.166666667,1542139.75,0.42885818002119,0.676531245391527,0.999964564224971,-4.59511985037552
"1855",-1024501.53542579,4157539.58333333,-0.62571486800032,0.544614574205478,0.999964564224971,-4.59511985030853
"1843",191397.733701696,976163.666666667,0.955487356034856,0.360416424529582,0.957960034862707,-4.59511985015695
"1844",24852.7725492265,2813783,0.0358918564639093,0.972029287843837,0.999964564224971,-4.59511985041683
"1846",-798672.022838521,1871910.75,-1.50727699160998,0.160676547741034,0.799209321880727,-4.59511984983112
"1856",-469179.947376354,2264424.33333333,-0.8232765504082,0.428315129543744,0.999964564224971,-4.59511985022255
"1858",-2025086.5885503,6784098.75,-0.706368556201529,0.495049920550493,0.999964564224971,-4.59511985027469
"1860",95729.1506030332,7405279.33333333,0.0644862146600708,0.949771819867273,0.999964564224971,-4.59511985040816
