Spot_number;HT_Br_141_27754;HT_Br_142_27755;HT_Br_143_27756;HT_Br_145_27757;HT_Br_153_27758;HT_Br_182_30362;HT_Br_184_30363;HT_Br_186_30343;HT_Br_185_30364;HT_Br_189_30367;HT_Br_221_30350;HT_Br_222_30351;HT_Br_227_30353;HT_Br_229_30354;HT_Br_233_30355;HT_Br_122_27749;HT_Br_123_27750;HT_Br_125_27751;HT_Br_126_27752;HT_Br_129_27753;HT_Br_161_27759;HT_Br_162_27760;HT_Br_166_30359;HT_Br_172_30342;HT_Br_173_30361;HT_Br_202_30368;HT_Br_203_30369;HT_Br_204_30346;HT_Br_205_30347;HT_Br_207_30345
1343;3079232;5933735;4939988;3528924;3619276;6985467;6217953;4227845;4105956;3841909;2627426;7248118;3872813;6461155;5907295;3880434;2804504;4513541;2661080;3397833;6124509;5259999;3604205;21359;4980454;1721198;5189583;4250344;4751096;9841217
1351;2974428;4092776;2846083;1991629;3477038;2121300;1635574;961694;1050354;1704372;3937519;2284139;2845987;2751930;1657322;2079196;3141268;2449596;3850012;2435253;3252855;3350587;2374342;5011337;1924499;2796721;1057513;2039546;1360399;5777194
1365;2532622;1929846;1242698;887828;1120209;824298;599646;1001272;631453;249908;595606;349585;316200;667529;291654;1435602;1690186;1010928;1466508;1171362;1320579;1162255;1414757;1246938;344898;246587;73051;459807;401534;1085877
1384;2583317;5553032;2942136;5356219;3454367;1348297;860711;2742402;5183203;49985;77094;2306558;1926220;3055765;2325667;3699130;3350825;3222396;2332676;3215525;2666850;2406049;5051800;825974;223991;180545;70873;2247351;1121910;6590
1388;3147390;4824209;2741733;5473980;4943166;1813347;1440299;9311154;5165740;15662;40645;3509993;2183269;2440107;4525697;2786312;3899274;5339689;2391906;2914040;1897739;2804636;6111421;117560;372531;404906;223794;2323128;1246876;2631
1383;2952278;3730407;3567227;4592037;3299121;2067342;1069451;70647;2753141;146425;109323;2058184;1854087;2279524;1119354;3078878;2804363;3333215;2336386;2889544;2886943;2931475;3316303;477540;191606;368866;47052;1670335;873931;3947
1387;1235973;3087030;1295553;4490210;2328214;626144;231233;162608;2050282;16201;10652;1473040;980557;1751889;2270707;1186115;1881480;2719698;1009687;1077409;1839727;1574615;3257400;93315;170126;214572;120323;1239781;614954;269
1406;2223357;1291289;1011110;2023121;867372;588958;254733;5530;321730;188827;3733;627228;10238;347645;564;1021002;877722;1069510;607133;1226556;1037726;741878;472965;97112;107589;105640;655;40983;55950;16994
1409;19284229;6834247;22832118;9135462;18349379;17605496;6076222;15193990;6921374;7302463;5521528;3728736;3084839;5616241;8430484;12056338;8553811;13748257;5808731;17200878;13764614;11696936;9939675;16343025;5649757;5369359;1267861;4435998;6193960;2111469
1418;29896780;15260743;26927870;10480053;23261781;24089120;7384807;17798629;13929672;14103206;8356372;3457337;4771003;7638687;11618225;21186310;13645375;16265584;7439857;16016290;17988572;15426867;18015628;21556584;5219929;4136069;5264854;5029652;6167707;1574769
1398;5983376;7003517;5541623;5853058;6165377;4633187;4582771;64878;4171450;3124440;3372811;2260889;2877258;3296681;3127748;4163382;4568820;4175709;2170404;5767661;5007456;3739379;4135969;10186759;2414115;2173056;1990127;2408308;3414567;4245733
1420;2319133;1902618;2398747;1417885;2769750;1316141;692342;323432;805948;253433;223382;417106;167353;682555;28358;1739833;1392480;3178955;1528105;1684938;1289174;724858;1749706;1361266;876054;80170;29870;535196;150106;9168
1410;296867;761846;366665;1640171;779562;267914;12116;224;6682;557;6583;246941;2450;126735;3211;418987;719079;397319;1438096;490753;503033;346770;410231;27695;15568;2467;53501;76692;2680;0
1417;5887526;2349998;5031407;1404427;4336269;4231078;1325443;1588693;2534454;3079667;2016959;1343284;1255085;1903008;1932257;3359431;2416375;3285708;1978573;3195994;2619032;2548048;2474100;2728797;1232191;1226200;281850;1873926;1987866;2192685
1419;2437853;1948355;1526515;2168430;2628592;1057453;710661;779134;703636;653518;288173;754140;251697;660998;820544;1549390;2222928;2732890;1934809;1005484;1627293;2393259;1279198;596746;1042131;466922;1097987;644628;800449;1370483
1425;1531558;1432071;830029;1504760;1132283;496178;582970;1015117;903240;271015;654856;576434;480117;801958;762546;990843;1276788;967668;1248855;1867809;710337;710755;1046115;1488107;689161;131863;33736;632923;510722;997672
1431;1042058;700292;348716;407803;287816;302468;7776;0;1405;2864;97829;415;494;173535;191;1879170;510478;380560;546180;485401;743153;2186702;305987;0;4399;7552;3;28931;0;6970
1435;6178184;3499646;3193989;8956700;4217552;4263747;6087273;5818416;2779342;1645773;3374769;1988781;4898501;1948937;2010901;4021852;3780074;4166289;3183092;4290972;4079138;3575343;2501632;5794860;2818187;1152096;1253751;3619282;6160938;963891
1433;840458;533741;533768;679061;965466;450849;4370;946;2410;0;9266;6514;1915;225246;0;1541376;612988;1147765;523178;506766;1144733;1800032;317903;0;37;2772;128;37971;12006;3206
1416;1393419;2206820;1432530;2322011;1638379;1139082;354380;3989267;266859;97057;161317;1273074;7179;1685818;1459511;1602107;2074625;1002662;1096737;1166799;1040630;2343101;893842;550883;287903;1156190;851663;217831;1361270;175382
1432;2853532;5095796;2344083;5406807;1153160;2665730;514560;4597;95917;63228;459172;914443;1144994;725522;9294;1742571;3237568;3006270;1635820;1897487;5529865;6725873;1641999;24612;48221;71656;11056;263467;595859;0
1436;795977;917690;313861;308672;597436;153309;112;0;10139;21507;69580;6033;0;222954;27;664875;415771;328153;359725;313161;421877;1879955;249795;5330;6919;1862;535;14631;0;0
1412;1376175;268725;317935;456063;654702;336269;135675;15997;214771;23648;37226;202749;246444;318984;938;535323;709101;227085;477515;509509;399408;475871;323506;137522;14936;12719;6839;38456;89138;0
1440;2092951;1611739;3930581;2216085;3124545;1520959;1036832;2248558;1587128;205967;491758;1163876;483141;1471294;90605;3539919;2970917;2086626;2121484;2036118;3108457;2270023;2001809;2405528;428079;334602;482927;887446;341629;9378
1438;1187931;1534316;1668138;1655409;1187062;1782105;2027479;1535742;1376307;507129;1673238;2472886;1626386;1249227;1002917;1964810;958282;1844003;982402;2044979;2252196;1626468;1387088;222;1372279;1006437;1534306;885996;1468816;1443530
1430;5348926;6626907;4174043;5277968;5691009;4334086;4970320;3216;4610559;1846941;5396921;4654916;5018359;3635973;3511421;4372158;3131670;4412541;2847455;4680418;5876246;5553463;5125561;7648829;3848218;3297404;3044938;3855939;3911695;3470360
1451;639036;848037;1233979;571610;983430;373645;83990;61906;229676;914;741;710237;7008;291303;7753;933875;614108;593316;472144;423477;440174;941450;807079;18116;70569;6211;105850;418486;30939;2610
1441;1062737;271446;304377;243562;1394266;117998;11577;3012;0;325;8;1233;348;121609;2034;669018;546678;555735;236194;307263;634629;1758893;206585;3973;359;2813;46;7081;5974;0
1460;477906;757422;898511;789041;1029024;364827;32108;1998;29452;8;596;1176550;645;606740;6467;912465;578630;1068303;1047583;3354674;2472292;2465141;524126;87877;3064;7010;315375;316919;16094;39
1452;366438;401435;229110;317010;382353;327762;65863;37770;86525;1541;3476;72109;42980;307410;5388;652132;333249;463677;391626;343059;430334;502149;641799;89810;5530;165900;4689;98689;51966;203
1490;20151207;29415971;4699364;9818147;9106560;29466810;13662615;18713787;14435108;2467326;40229796;22855448;31720555;4214243;14014570;41349359;6267881;42432312;21922402;19043122;27042013;27340852;5656134;5761349;16820632;5149683;4261747;16378269;7400246;16116891
1495;18723185;30441380;26751647;20797448;30990936;6872147;12335488;64245002;12775015;15581695;14883806;8764636;12447525;14375006;17764150;11295254;23846284;9588344;28967630;21302394;25443639;9737922;27605986;31295353;17099870;20292423;18768883;12262443;17925838;25672920
1467;505510;1088737;703402;571843;471275;358429;281931;11800;360187;6027;45450;175354;111618;292596;606;564313;420382;747001;505317;541753;548381;536278;618546;50289;125119;188474;4831;136587;425714;32
1496;2924385;1970359;2542883;2610459;1251720;898190;370488;28036;251864;24939;15757;1758916;14846;871353;16094;2021665;2082301;2139222;4309312;5350288;4456075;4261115;1283172;121440;174570;265916;119264;1059044;132777;9883
1488;9763169;13033488;13863549;11019218;14228166;8815016;4871900;17531480;4723735;4347804;10660415;9694010;10749102;6069273;5536452;12535763;9503524;10626123;9512899;9749660;10773895;8035877;7930085;6325743;7522237;18541273;6578845;4451300;5473949;6491558
1500;1346873;2269687;2018504;1086490;1414045;2176962;1039970;2780109;1098027;349446;870002;737392;619111;1290610;2162659;1944567;1454328;1356575;1125162;1208713;1526477;971634;1932025;1761255;1527842;821156;945142;1128534;1819978;11797
1502;1593233;2696606;940023;1314520;1364745;752682;85745;3418;32369;948;43595;334997;11;655281;1608;1498188;370709;1001236;642080;2270873;1426710;742728;900757;33353;12901;38971;28531;192256;9148;0
1475;1652025;1798168;1285780;1900587;2023501;930399;413639;10915;252076;15048;758522;1319581;151308;929643;787684;3430211;960139;1299911;1407854;1031915;860715;2080989;1004201;1355475;137378;2067585;1543927;285574;892129;84162
1485;878743;1039654;1585818;1228146;938356;391034;25682;1019787;5311;28469;3108;34002;5576;655948;1391;1491650;1104590;855331;1548427;933535;491537;540571;349699;0;1539;2213;27530;31032;5180;0
1483;756759;1382044;327969;661204;474246;656706;394077;209376;692909;98730;630478;448415;294263;472166;174295;689439;579193;731512;973651;649809;691801;327652;345091;507237;543150;1195269;6184;331187;201004;1110
1519;841977;1263264;726174;1492627;846372;1475694;996321;770874;902286;38086;661633;1047148;581004;826814;323554;1998809;880628;1862440;1534368;970600;1216727;1565748;1283340;868855;988200;191949;28443;826286;895174;1183
1491;1006384;1771914;1129793;1203393;2006429;2066792;905684;1011915;884365;151791;1329758;888097;1426298;1373206;829422;1722489;1755782;1967948;1207085;1241621;1730986;1575390;1663637;1880954;1753466;973191;318108;1052981;1529972;768
1518;1280935;1347046;683418;489437;1553197;274039;39508;28531;1369;43151;8517;43519;941;325799;219;1243967;996274;563487;826475;1001427;600269;654101;282325;378178;30811;3086;3259;59188;39424;0
1478;499982;711072;901357;752086;768101;234280;317435;823;320242;1719;63469;177485;77647;259956;3534;458037;255182;644985;629281;344096;526936;671248;621057;141584;71084;112905;4139;172535;317470;0
1489;364311;267470;362134;336162;593454;205039;0;0;5329;1779;1315;1110;0;202749;372;414224;320295;1341370;424318;606634;667319;420279;146015;3435;426;6918;6116;224684;5794;0
1497;777886;2579289;1359741;575941;531877;535921;354273;112860;215306;11428;221651;1066295;78108;429995;26673;1028055;2587234;698440;1564803;402392;482499;901965;593456;380744;1553322;253219;8627;319087;126553;50
1498;578924;384980;347714;745363;414494;118819;26229;2878;4271;264;375;22156;30;195057;408;454185;1251410;1155113;311402;1063774;533473;399361;163950;0;2190;4544;519;35244;255;0
1493;474431;456363;399032;668649;390169;253252;23101;1118;3848;31452;11324;48175;4798;242577;582;267240;253238;371804;565265;455147;249329;259917;144595;0;4736;2921;3148;24925;2207;0
1521;622203;369265;457057;609687;452388;173191;1706;4001;1803;0;1240;18696;5;185931;8523;592965;978342;943272;478620;839313;361595;416785;186989;3018;4150;3450;302;57106;1673;0
1511;453505;619869;1283574;627072;724524;380059;471689;20755;342411;5700;72052;401282;43077;290607;1466;1032223;423902;588189;425897;500147;495396;391137;633069;218900;52392;131916;15721;119220;496037;0
1520;869156;1257219;1176969;862125;784553;538314;413531;13002;278152;333;5305;438271;174288;598839;16926;1634028;1053908;936970;1796610;969662;2243172;1259919;1199704;148866;51553;34688;80022;390815;360406;8423
1528;841250;323636;565684;515774;1223607;374049;3485;9687;6646;135;62889;3884;639;316166;2872;1296954;1234574;507399;598960;677227;557255;893764;287766;115681;906;3232;13531;24243;3619;332
1542;651584;1370510;664889;635068;506320;339606;13325;1277;40452;2747;46244;287531;3164;280525;6151;2346342;1128064;527286;717671;569458;691915;630156;378465;838631;5658;2792;195;37344;1632;0
1535;953778;1514602;926523;1038014;921347;822572;77556;2743;11573;3695;15513;68113;28393;424086;6193;1693923;692557;1229256;952955;857573;1106884;657695;508988;157594;20216;9081;8751;32138;24835;0
1569;25623796;33968017;22615258;25635000;25014466;16780348;8406374;24124537;12860535;7360365;19405909;23841793;14979733;18336218;16133886;23682049;19369003;22007313;21224577;24579080;29252270;29579839;15285195;22328907;7845410;15493037;12667329;18343115;13401804;10631904
1554;535354;613215;475569;1810198;631014;371615;171754;750;52374;751;3443;175378;1984;422627;2378;908926;584112;1026398;501284;536380;702523;443334;439146;64205;41191;28421;7607;89564;24053;0
1579;11458209;19558035;13453785;16652304;13812695;8379989;5079782;4933171;9016624;2801696;10573889;13802975;11747398;11403570;8368609;20147246;12352118;15162978;14907842;13428424;19421073;16687442;10035993;7525756;5184460;8193110;7026776;12823060;7999890;2195854
1581;2183636;2667101;3022110;3362280;2338625;931892;925853;210912;1061471;167671;1475172;1709641;608141;1226545;832983;2994666;1377484;1762318;2003602;1789773;3581892;1650872;1077308;1356302;792153;2392132;204361;1487477;966703;1533
1571;371494;630150;592808;1014434;226126;423426;3958;1323;5479;1003;122357;22057;253;232691;151;540045;1220681;207216;300478;286792;281522;624821;205252;419094;4062;4663;0;27611;553;30500
1618;4611962;4070420;2957361;6745139;2090313;3586401;1686988;1628336;1310335;650471;1546560;2731848;3941226;3777027;2059040;7313536;2794733;3444173;3543565;6395731;7810162;7931041;1523546;3309024;5506938;699162;1196293;1597139;1515073;26348
1599;2021119;1736618;2118018;1993260;2106000;1411453;375825;2693494;719688;38669;774792;1116925;103156;1358821;1346839;1486035;1696924;3866242;1516147;2057904;1564324;2223858;1523505;985523;624331;1205472;920451;408426;998903;379631
1578;242720;798934;438576;443609;714973;240002;180591;66360;296978;51943;249319;414899;25131;294737;633205;414776;565833;490304;315074;661043;916805;421135;241511;329711;212083;274220;8288;294972;547566;76191
1601;792864;508492;1038740;914539;575038;581165;218965;1296;354171;1966;98731;335809;47083;618928;7777;1149641;417355;436241;682127;1518287;2284869;908567;721310;496454;19195;161978;9383;257171;204820;3200
1572;499806;405226;394224;621975;453883;166228;1030;0;7654;2365;53;8566;0;224961;0;351714;1106514;696207;427150;403948;393914;441584;213269;0;12843;12904;498;27478;4618;0
1624;7061140;7309549;6084330;6556557;5978781;2812006;3009221;2328134;1287372;187383;1956499;3698119;3260262;3765400;8702886;7473065;6423471;7914256;4155799;6662001;7426555;9802341;3753699;2560457;953734;1400860;1082127;8116677;3288647;1661747
1575;598829;985369;684867;1633084;489833;584488;319911;250175;505125;4013;484334;1183264;381568;743081;262387;1177215;309663;888915;927499;1873520;2421338;1030314;348835;869975;455577;60001;11580;651106;450937;2958
1580;231211;530177;545872;376533;419308;168521;387;112;235;2631;0;38991;0;149823;0;458345;225784;271514;340117;252713;301783;284417;209777;40007;407;2315;0;7903;385;0
1600;2145853;2201867;1083006;2290310;2976311;650414;105013;1050471;156981;29359;75350;778160;617688;1252287;1249;2000023;1857252;961129;1036098;1240344;1985949;1229037;1260538;108155;23741;95845;54231;875055;1012306;7011
1573;6082710;12124948;6364939;5223993;3919213;4051179;3666486;1935207;2242979;69290;7789318;4418298;6720154;4262035;5793534;8361639;4209002;6445025;10351819;4761588;4968743;11162379;4125531;628298;5658297;7110938;1618004;6604451;7480656;16977659
1637;6756398;5798376;19646573;18026951;21600282;9532171;2858624;4729240;4036970;82498;5268978;21033611;2441091;2929800;4819279;7817297;5421852;7909095;5107725;9676388;5594022;27625535;4922555;8935705;3091805;2140754;16046846;4090167;5666950;11795243
1634;5097877;3598402;3635549;4247769;6335727;4239495;1947215;1697628;2908345;199980;4018125;4635140;1269147;2805456;4300824;2889958;2811265;4051145;2412921;4983925;2789862;7160993;4368563;2910979;1930031;1659098;3224000;1916536;3530806;6044635
1625;4946952;2405889;7375760;2527462;7141783;7875471;2333492;27760019;2059601;771262;878670;1661893;552298;1519582;2422920;1686150;4109855;2617972;2485098;6589275;2329285;1968231;2975185;612017;1824968;1316304;1624048;1442268;2448452;1005663
1627;1019836;1015328;1976691;1277824;1563285;1629448;628087;100721;927184;47708;2087239;2886914;596300;1153641;1319771;952961;637011;1679616;1464467;1482610;1419491;1607380;1485846;1386262;805026;762974;350216;1685460;1196756;608788
1612;506302;423657;488218;344680;598230;326323;242862;149115;387980;16997;402806;1827151;145416;343755;37473;499288;312685;459079;431373;652855;556008;432092;312279;277945;690867;1243304;11799;326865;296700;151
1610;3102035;5998571;3120965;2506913;1255636;1892725;1474912;1515317;506924;4726;4887607;3266761;3319613;1568633;1877058;4115775;2287529;3483887;5433942;2680490;2344762;5219857;2304279;412857;2826122;3303047;347797;2307642;3816731;9174013
1631;269966;456286;495794;882362;509586;473163;243993;2497;297944;247;36621;271220;82648;246970;7377;661289;407341;496840;455992;403702;810186;683930;347332;339743;6879;59008;3331;188161;625156;0
1633;658893;981555;781677;996596;574378;240460;12060;845;3882;0;3632;15367;3784;302434;8079;709366;1491642;361235;681000;562949;389477;348025;453163;531660;3728;9891;2228;43620;40328;0
1638;1003311;797328;506606;1424775;552728;427869;297148;168324;359195;13650;346037;804138;324411;363678;210017;455806;297275;496134;1030027;352313;507302;591189;380771;471609;199048;80190;7457;344196;257638;0
1666;7391329;8392580;9070552;5039430;9698539;5395994;2242612;61959154;1878170;1736971;1070583;3406566;66058;4370698;7292895;5688126;5009981;5010638;3101740;9698883;3580440;5135443;4040155;527222;1211580;2587303;1902586;1799652;3179667;408756
1640;891714;242962;380484;1106548;780229;464158;75899;64534;166350;4894;179582;514613;213373;318242;54109;701899;572372;405257;429666;411730;547181;829814;306710;432917;111713;41796;4030;365628;210604;3167
1643;1003481;666014;564486;980335;844374;354192;46810;0;204;1578;10;23175;2744;305433;2748;517780;1013716;766840;1235420;868617;542006;873739;349859;974;1378;20950;73;32533;34514;363
1652;957790;1086843;1855553;1905202;1473306;1078501;428352;131029;263799;4072;521971;1001471;424388;816466;106553;2169760;1152074;1230953;1603302;1532842;1925437;1403661;1132599;621253;12224;43691;67101;1063594;728653;2970
1641;349837;321646;419935;577945;339811;145774;834;0;0;18505;699;29251;102;146559;753;412899;403712;424469;257705;325972;238848;558728;223594;2682;7419;11772;591;35781;1978;0
1651;599560;385883;809302;998853;625315;377115;290818;415650;217471;2306;312173;700926;234466;493613;124390;484180;419788;724757;522977;428042;494089;492445;513692;375806;80838;21152;989;327860;283910;3020
1668;690664;458072;301951;541816;328547;197729;7740;56;1012;13;553;16956;1574;217018;575;233535;385265;346153;223717;367303;416290;340932;196205;20711;16856;3088;56;24871;6591;0
1674;2027034;1673899;2357384;2276912;2392967;4965666;1356078;27662;351616;98822;632378;1284464;199974;1251594;1900008;1561926;1878555;4505210;2509631;2257296;1413743;2890496;1177472;2787812;16768;1094434;6872;603688;977021;249
1686;1967437;1457519;1587535;1900673;2226627;1121766;584888;1864264;207235;50410;140777;673022;340895;911059;1243153;1931773;1149182;1574595;1754350;2598212;1110385;1637888;1205240;3548761;987123;721025;696117;839651;951014;185387
1676;2118006;855615;848439;976125;1275247;935521;515823;812995;239548;19100;302276;634915;308779;610307;826911;1229056;868891;1379188;838088;1172981;877295;1252336;457499;1364778;443927;408440;777897;578353;587599;167189
1685;951927;870408;1350379;1424192;1037175;814835;600565;46812;304962;1554;564204;491207;492537;547259;1914770;851362;1043064;1207532;887428;1120951;738248;1794130;804744;10980736;252729;240557;1122556;1259644;678538;1261096
1684;487591;366519;368864;460777;448010;255365;4222;38360;10886;0;66767;6642;1;210152;24038;375149;447631;461385;347278;362053;319232;566429;227365;243323;9974;98644;878;65478;6572;0
1702;3170081;2383124;4853123;2372459;3034145;5043098;1688289;3012672;359887;71339;743820;2745057;541019;1061652;1770220;2594873;2687728;3055645;1737198;5292216;2344596;1599284;2405405;2029925;771550;822947;264689;1868283;2070546;26738
1710;503905;838392;601105;754425;722045;760238;143877;17491;57336;4370;226236;441042;107936;330698;23745;633799;527345;409200;502421;855033;386281;420138;649256;390074;57924;52894;31058;375917;283005;0
1688;1297564;2744209;2033141;1592870;1487851;1230852;880473;721799;355694;36325;2195971;1305356;1280600;859811;1588791;1667836;1226028;1447097;2135928;1285748;1279248;2572870;939057;47740;1312147;1306847;621103;1603139;1882063;3739290
1690;414963;186476;261175;415887;495007;491618;988;4026;16833;0;1444;24847;13218;189731;982;268367;557560;459975;223416;473135;333622;476516;228784;0;1515;33801;3709;55822;735;0
1713;2427186;2698287;3897960;2840659;4463494;2904105;1618487;567146;1666957;20649;2871865;2261306;1051373;759651;247976;2007347;1919520;3873497;3800413;2487714;2618516;2283901;1810435;1904623;1122949;2332110;472465;2410152;1352283;148
1708;708611;449430;407041;230123;507009;433184;173843;128553;168395;505;387472;281890;115322;226576;18449;515285;306561;633809;336220;476888;490856;497245;354238;580798;160688;86602;7521;287763;238997;0
1700;430326;460144;288763;323465;370780;241800;19454;794;496;131;27189;2589;1386;235005;694;476395;383302;326283;251398;551901;195589;759601;185649;11096;1766;4578;102;56019;5307;48
1699;594406;1134278;1212603;446012;558152;210772;1379865;2668;181792;4163;394311;356804;216379;1194577;422906;469090;819004;463950;357435;378947;297067;481611;490548;471791;219705;581519;565919;799431;357665;17367
1736;1113306;1472011;1554984;1435130;1709716;1253358;234777;44864;80994;21187;348434;1328728;258933;752652;83844;1572048;1402026;1182014;1589844;1414891;1167949;2016380;849603;832638;167716;219734;14507;720714;672487;3426
1735;361843;411572;246046;1060769;409523;267364;142878;5940;35862;1870;9798;1539;949;175591;1543;675140;1242948;338010;1290195;375385;632992;398293;209484;188103;6363;16809;38;24716;9368;0
1801;1037455;667068;312982;1231993;877988;610369;261230;488024;594587;9728;589016;824120;398505;644127;496092;857249;516815;995934;821822;658688;769066;952435;376542;327655;177203;74278;17643;426812;524498;24711
1808;3251132;2905313;3524565;4145392;4700895;2897135;1636855;980506;1481762;6963;3271550;3056549;588224;2551599;2522361;3409769;3486692;3090824;1946245;2997882;3807835;2965386;2225145;3193650;1129303;1815087;138598;3469734;2588646;390597
1775;861163;579310;526151;1022707;511512;483092;17502;4401;78168;35414;612412;14752;84838;478882;4050;877127;646015;413002;456979;1343506;813096;1358123;727027;704431;2578;105042;23016;296669;39148;0
1804;405357;335628;359309;419372;733635;223831;42938;4413;10374;251;77536;453616;20307;408775;260763;347606;493187;648527;464852;447069;348136;697929;211855;992642;2269;314579;635;204694;340655;0
1749;634507;451947;559235;717552;2029360;558014;246205;265105;550113;3397;707601;942855;1907501;682798;259036;751340;749179;838630;1344445;2080036;542826;1310132;734792;699103;150699;760704;3216;923977;949687;2527
1782;770099;240173;782959;495252;637452;547386;439250;402522;33953;3223;100288;222512;209467;323297;368302;338239;517625;787029;434090;479399;512091;571324;390775;296134;101123;297478;10046;477753;482696;905
1827;3388309;2272224;2028713;3750603;4747929;1753278;1166539;857326;573885;66794;2263400;4322099;300162;1581692;1045153;2885669;2621598;2312642;2510796;2772623;2331123;2815123;1596004;916272;647895;1022558;30572;1294017;2291762;1110
1842;2126695;1590997;2055747;3046631;1800223;1227318;295171;2285580;267439;3696;1141490;2442066;1712974;1461414;524033;1915952;1285792;1304460;1649669;2178498;1718463;2337912;1118882;3372425;243612;277071;35493;1336599;758257;9203
1796;495808;440575;773480;531111;1135829;204845;7690;1116;1327;1395;6223;7684;71;317649;210;453096;904985;726136;746637;638328;303821;551445;277547;0;1446;24465;376;29332;5497;0
1822;823950;492066;654859;488756;1026776;518721;200855;87502;222459;1257;347966;261355;11192;439922;299183;544492;508356;739660;306308;459907;525929;431942;447694;439852;193980;269344;52688;478151;286239;1295
1834;1202717;2395317;701681;2211889;1861500;764858;136242;56079;331467;70838;305238;816676;262800;662476;12694;1116100;1066226;1400661;1098736;1251815;1108122;1476358;770870;515131;566504;1050359;463814;401083;772534;0
1794;1374379;752212;1033065;1810984;824807;1490390;64453;1054;27740;51;612854;33465;49641;685544;17646;1515338;769695;872290;1010457;1774643;1565162;1929590;802741;561474;6893;244089;204654;499286;45285;0
1806;871842;671603;613639;1014480;1060455;352450;2032;0;5301;2368;3492;21045;477;668362;2455;765924;741901;1585917;797795;1020625;706175;1058902;341908;0;13848;79834;11695;54156;2409;8228
1838;541429;363255;703828;458663;492705;466914;188454;67345;203018;0;421829;347400;22578;359420;294548;405083;1460119;566293;503763;457619;322035;541555;367210;88293;159848;264992;27173;283854;347641;1447
1812;461251;311539;335652;644621;404580;283013;124492;479;1640;4158;40204;87554;1406;265008;3501;639985;654287;515098;252057;761321;351813;749676;293463;20902;1479;27041;3676;53932;8726;0
1854;2845928;844012;1140914;1012552;1169886;639147;11598;651;2751;12334;100187;45833;4408;642029;21996;1583249;2509489;970216;1063107;1520213;1676284;1040073;643865;367448;10075;90428;1953;354295;90325;0
1833;1277930;805877;1003936;736830;1170808;776451;381538;103167;50752;381;126870;676744;61426;344850;665259;614694;623360;980662;489934;931687;646572;688739;767943;193641;150396;430480;16425;546076;441405;103
1897;443030;256543;633328;1102852;596369;517897;152441;46283;130237;289;434993;484506;244709;430673;191784;574868;601811;1565026;467231;724528;393638;682658;288701;516269;73682;2531081;37266;373183;376425;4247
1940;4904905;2475423;4475095;2597290;3018655;3246201;2112315;322937;2556349;343431;1015647;3738044;246140;1906922;4624111;3279238;2257961;3788687;3783317;4740961;3280449;3355592;4112302;532419;3347307;2199149;1502734;1621903;2395472;119219
1840;1821598;2471740;3947700;4074508;3547577;2400205;455989;1124230;578858;20851;1782737;3737254;1807140;1995539;934143;1772087;1671415;2597259;1587433;2271438;1888942;3792970;1306569;1274420;279086;384207;665521;2298422;1906319;561
1862;298125;405490;605263;550407;356445;259148;13911;11343;39068;142;15139;228886;5801;173473;113355;306696;270785;424563;530959;489204;478617;300708;338245;9649;5447;217192;773;97121;254203;0
1893;454345;457608;597555;689118;322449;414659;234731;263635;162893;2537;433202;446915;190402;538122;226165;452460;505067;2178427;380315;585021;299696;619748;437621;463533;130623;139753;720;323980;396366;6206
1869;904563;826731;737650;942185;769059;361261;13283;0;36480;45773;8907;48701;5245;377855;177;682245;685938;879273;843328;829731;593866;801416;365140;1657;6547;96946;8912;90297;1533;0
1941;2505610;4112727;2609861;5328630;5156629;1831480;50973;471080;178666;28814;1393273;1809406;1388338;2288022;58708;2492944;4918084;14579184;3865160;2974597;2380165;3200479;2161770;1583674;45730;423996;76148;1554404;815032;4285
1908;1080889;1478876;1787006;1138739;1362770;982969;512978;353995;327034;8891;1064409;1304252;900923;801792;474738;930285;1149386;2410860;1611475;866355;1028354;2197148;1055011;773090;256742;391605;53482;1514951;825506;20616
1887;488496;377446;333008;600764;403434;361982;183117;17223;69461;0;165690;380152;7052;199277;304514;287152;230505;301847;365055;594994;382869;371883;286537;118114;206430;232385;13231;169684;244309;0
1889;636215;500531;624422;506798;586406;423275;19779;25897;46912;4714;51326;556846;6486;480607;204613;581391;458691;541181;400058;612372;333348;606997;508808;24633;60532;494127;3718;90348;516912;0
1923;15685700;16459484;17140955;14474869;15068215;16671187;737601;15427734;12366695;3281169;11485914;8824791;997015;6198721;15263662;21671934;11154111;11835187;8492438;15013070;18293387;16010879;7969010;14128821;8004458;1892488;5984194;4578521;13074645;15481816
1914;624617;429767;489063;898361;1414563;363387;7038;33684;56659;2252;325483;317913;163980;459750;4966;479636;952494;3165718;489826;610019;655146;873204;453979;386347;54283;75263;10800;339636;179727;4713
1900;730290;261246;407908;435742;831043;432441;233627;12261;93066;20;149913;277835;10675;272303;288738;296926;301622;417700;247123;410155;254536;516552;417329;208832;189791;175697;18731;181947;295793;1221
1970;8677327;17232469;15964916;12616257;15114499;7513885;5357035;9104910;9491312;5025242;9135522;10083808;1105735;8998888;11543366;8070509;8776907;9419452;6496321;10938327;9507087;11394163;13899208;78426;8219392;5679180;5252225;3339287;10260588;5313259
1950;493560;400929;697206;370358;695568;278058;213866;33551;132057;11201;497661;424779;172124;403444;546667;407459;502398;788772;600778;426169;474884;674980;447948;453590;835301;1878076;8206;342755;375526;88
