"","Br_23865","Br_23883","Br_23884","Br_23728","Br_23729","Br_23730","Br_23731","Br_23732","Br_23733","Br_23875","Br_23876","Br_23877"
"806",18.2022909706029,18.0772657477042,18.8807350593307,18.302458268125,20.1743801421926,18.9467779418733,21.226689940832,18.302458268125,18.188198986161,18.5029998492596,18.7067205933313,19.1959589835502
"812",20.1524774092487,20.8010851535461,21.0701491035926,21.3218169748356,20.6668189772803,21.4555605248237,23.8523178196212,20.9023855126102,20.5147226234589,20.6815618010993,19.7320782164307,20.2536191431223
"816",19.8433951571557,20.587897422048,20.502642050979,18.1581127279074,19.7567503130806,20.0521544147535,20.5223571408253,20.0912581981199,20.6493875989171,21.2529200952031,20.5778326493773,20.4447171158937
"822",20.5147226234589,20.0815587454468,20.7607196229837,18.6260472795918,20.4209143628468,19.7404961126333,19.6957016406724,19.8719598949592,20.2370969145262,20.9855103762114,21.2668865253698,20.783815640286
"821",20.5321374701013,21.5252245212484,20.9098257237356,19.8007380828372,19.9847104224956,20.8100833124619,22.6228707146098,20.587897422048,20.7607196229837,21.4281802025124,21.0973321082687,21.5252245212484
"809",17.972886760959,18.7625908398784,17.9047892031101,18.6648551145888,18.8642165809627,18.681561314837,19.1342616831636,18.7256154651368,18.4538798582046,18.1397488412115,17.5295455456322,18.8203909282747
"811",22.8769958834914,23.4349151025062,23.6006539871798,23.2929062776824,23.4349151025062,23.0680624558526,24.4729928411358,23.45009498968,23.3786865675448,22.5633391699822,23.3418507792995,23.5055850122677
"826",18.2288419904557,19.453971201303,19.2572404514126,17.3455065308189,17.9179025116401,18.509289147764,21.5252245212484,18.4070590675128,18.7366578942428,18.9357903039213,18.7837849235934,18.9606758700858
"817",20.0643474175488,19.5527336958663,20.1871978377015,19.0701627419852,19.5893461648356,19.3413941032042,19.1656252938394,19.2572404514126,18.8203909282747,19.7262568047243,21.1490529976125,20.2695595135771
"815",19.2826503663638,19.7477713687572,19.9554316186021,19.0116342807629,18.5931458391675,20.2733283929125,21.2529200952031,19.4854641651029,19.2879352663756,19.4755699875991,19.4755699875991,19.8373128260207
"819",19.8599436079128,20.0967613810787,20.4209143628468,19.1917563695358,19.406525305266,19.2019230693487,21.8732947623278,19.6384403532853,21.288184772585,20.3444932899106,20.471052924062,20.6815618010993
"828",20.1601238838199,20.9221015370367,20.5321374701013,21.6737678773474,20.4447171158937,21.4332442385439,21.489767943059,21.1490529976125,20.5395763156454,20.7297480548755,20.8965838405875,20.7205839540459
"832",21.0701491035926,20.6410108519594,20.3181066498509,19.8667941281394,19.8334666561003,20.4297128461721,22.5277970401491,20.7512863327472,20.5818821132746,21.7252453289246,21.8732947623278,21.226689940832
"835",20.0967613810787,21.1593848588016,20.7376146452785,20.4297128461721,20.1954071959928,20.2449617663651,22.3391853851301,21.1225625792484,20.8010851535461,20.9782762368092,21.9267723921835,21.1593848588016
"820",18.7366578942428,18.9839178513355,18.2659843746439,17.9377791013111,18.2210314769215,18.1075340963262,20.2630865356003,18.6333119627505,17.9858907701865,18.3322971657147,18.3801319658156,18.2659843746439
"836",18.9889648113098,19.2095383624295,19.278092033326,18.6333119627505,19.445145813393,18.9229116147752,18.5029998492596,18.5830236155457,18.5931458391675,19.350231114453,19.9620622581215,19.3205457011227
"837",19.9465135486226,20.2274208420866,20.1681049304038,18.8718797112865,19.4008360453816,19.4352187607237,19.3919177339578,19.5952883309672,19.7853621538827,20.1281977542659,21.3781364226597,20.0912581981199
"841",19.8667941281394,19.9733137578539,19.5893461648356,19.4854641651029,19.334209994634,19.4237494531168,19.0517938875347,19.1418203210724,19.5227021793623,20.1871978377015,21.7572725589378,19.5136705454197
"834",17.8477079015006,17.972886760959,17.6568426354941,16.6115400685195,17.2974305087176,18.3583246450613,17.1067007217193,17.841542993639,17.5375529549725,17.6977558901126,20.3261365681748,18.5373652365121
"869",19.445145813393,19.9847104224956,19.8086569702055,18.3386489147787,18.4247520137939,20.8326463934798,19.1021682490569,19.0116342807629,19.8545336415697,19.2290546514105,18.4856069842261,19.1342616831636
"868",18.6333119627505,19.0616117838989,19.2427612867821,17.9924972109817,17.6471499416254,21.4498576133261,18.7961857620469,18.6450141522024,19.2354917185078,18.5373652365121,18.1075340963262,19.2095383624295
"906",19.5952883309672,20.3319508983273,19.453971201303,19.9284435984999,20.6733178925257,20.4930510621489,20.3853585586173,20.2190631246313,20.2733283929125,19.6709423829252,19.2354917185078,20.3971579367255
"881",18.1075340963262,18.9306636802983,17.776748999155,17.5481908839027,17.5481908839027,18.0772657477042,16.9269072854221,18.0006206956916,18.0772657477042,18.4647081925742,18.9467779418733,18.0108297370699
"884",19.2486162726182,20.2370969145262,19.8852424301086,18.7625908398784,19.9979171068901,19.2427612867821,19.1875537555214,19.5847488918742,20.7297480548755,19.4008360453816,20.0067898430139,19.6152619529433
"903",20.311181172225,20.5223571408253,20.8100833124619,21.6060317544146,20.5223571408253,21.5351321844163,21.4026521465559,21.1020160552347,21.5107450392717,20.5147226234589,20.3734038470691,20.6493875989171
"854",19.6957016406724,20.366860558163,20.3400561360992,21.0794086436689,20.9098257237356,21.4281802025124,20.9293072246776,21.2386230062792,21.1339461277553,20.5395763156454,21.0143109241597,20.2997084420816
"917",21.4026521465559,21.0729200114818,20.4447171158937,21.5194741867295,21.0853650300731,21.2068343025809,20.7948193398589,21.4976184480176,20.0643474175488,21.6817991570413,21.6633706907204,21.0143109241597
"950",23.9033459586846,24.0107173878718,24.1981146022157,24.8905399164,24.5856777057822,24.1667792940511,24.2819307024133,24.951137958754,25.2966312242664,24.1981146022157,23.7294293089766,24.2819307024133
"880",22.1118216463955,21.4101945967739,21.6060317544146,21.9419054173383,21.7252453289246,21.8861138692854,20.5476120536246,22.6774029661734,22.5966250471667,21.9419054173383,22.2225959651387,21.5831484610762
"954",24.5137341434961,24.8268476216601,24.611605498299,24.1014745076961,24.2819307024133,24.1981146022157,23.4676174732209,24.3842624008033,24.3842624008033,23.7551235023635,24.1667792940511,24.4276651298248
"974",24.405348715516,24.6595135979964,24.3412915121604,24.3088168267925,24.2294440707358,24.4276651298248,22.4699031115534,24.5137341434961,25.173860292334,24.611605498299,24.4276651298248,24.3685265179041
"925",19.0879635336004,20.3971579367255,20.1077580448359,19.3743869369901,19.1021682490569,20.2536191431223,20.2370969145262,20.5476120536246,19.9221710936807,19.5893461648356,19.7123049504963,19.7404961126333
"910",17.1067007217193,17.4011779475873,18.1693358930341,17.4442872930362,16.7177103631236,17.1258175718287,17.3207985545837,16.8945860247012,16.7177103631236,17.5002902383427,18.7135542884558,17.5657984648882
"967",23.6449527670005,23.7294293089766,23.1868674277688,23.8714373971324,22.5448630082011,23.8523178196212,22.7703657584969,23.6006539871798,23.149201173879,23.8714373971324,23.1693343195043,23.3985880972107
"927",20.7037699225685,18.2845729693561,18.1581127279074,19.5527336958663,19.7853621538827,18.0908002855527,18.3480651441553,18.188198986161,20.5551025381267,18.7660180545631,18.509289147764,19.0450778637892
"938",19.5136705454197,20.2190631246313,19.8719598949592,18.4070590675128,18.6191948624564,17.8056776140627,19.6709423829252,19.0077011628136,18.681561314837,20.1601238838199,20.1743801421926,20.1281977542659
"941",20.0521544147535,20.3400561360992,19.1021682490569,19.7078208693461,18.5650967572483,18.9889648113098,19.579066798022,19.8373128260207,18.5579435675633,20.3522007393202,20.6016091874114,20.0148646106132
"966",23.1310302163477,22.8064268686504,22.6228707146098,23.3985880972107,22.7564097901836,23.662629654941,22.7069073367839,22.0812407295385,23.92645708666,23.5529002729182,22.7564097901836,23.1153288230709
"957",22.1603429052578,22.324685293803,22.3160923823414,20.9922992077528,20.4930510621489,21.169620087299,20.0361564345914,21.8732947623278,22.3050300359301,22.1699911648165,22.1317963173248,22.5779313112527
"960",22.6228707146098,22.8249620639138,22.6102009963467,21.0333005049596,20.5395763156454,21.0701491035926,19.8242859706113,21.9769728643515,22.1603429052578,22.5168491465357,22.6102009963467,22.3809627739472
"968",21.489767943059,20.311181172225,20.783815640286,19.6017816655851,20.1803809597192,19.7706037682475,18.7740224717833,20.2132877028197,19.8919371629224,21.3555684580327,21.7697007368679,21.1928985992503
"969",20.0437419590981,20.1203554270137,20.6326976930452,19.2709543900576,19.2354917185078,19.7320782164307,19.2826503663638,19.7567503130806,19.0879635336004,20.9023855126102,20.6175231969215,20.8326463934798
"970",20.9023855126102,20.6258069904594,21.7138982407492,19.8852424301086,19.6666567247072,20.1018870276167,19.3790354838972,20.1803809597192,20.2536191431223,21.8861138692854,21.3287585338108,21.4163980714152
"999",23.1868674277688,22.7226792251687,22.8145045015183,23.1868674277688,22.45041306405,22.3698861726488,23.45009498968,22.8064268686504,23.9033459586846,23.0826633182898,22.7364693562165,22.8145045015183
"958",19.4596434028206,20.2695595135771,19.7785308172418,18.6947714414087,17.9633282609103,19.0767305185316,19.095976189751,19.8433951571557,19.2427612867821,19.8433951571557,19.6666567247072,20.4209143628468
"1047",20.9293072246776,22.14934876483,21.4498576133261,21.0086359492265,19.8545336415697,21.8502728237883,21.0627787965434,21.0333005049596,21.5252245212484,21.5107450392717,20.7898259461881,22.4159344235664
"1013",22.324685293803,22.3050300359301,22.6672886928872,21.3287585338108,21.5626010894032,21.9622203040644,21.7466336933558,22.3487317165202,23.0963121162423,22.5277970401491,22.0601951726845,22.5633391699822
"1064",21.4555605248237,20.7376146452785,20.6668189772803,21.372146111266,20.9506690970091,20.7148789693334,24.3088168267925,21.6737678773474,21.4432394598261,21.1225625792484,21.9419054173383,21.3036725280662
"1009",21.288184772585,21.1748483416584,21.0794086436689,20.7607196229837,20.5094750607885,20.7297480548755,20.3522007393202,21.6060317544146,22.3391853851301,21.0397349267704,21.2844696614337,21.4976184480176
"1039",21.3218169748356,21.7466336933558,21.2970118122769,20.783815640286,20.4795971889074,21.5433819161581,20.6958318755771,21.1748483416584,21.3954068764722,21.5964285095255,21.5755942556932,21.6144694426093
"1022",20.2060858257726,18.8807350593307,18.5931458391675,20.1743801421926,19.7785308172418,17.7974504238264,18.0210091639158,18.7008184427565,22.2834936360681,18.7625908398784,17.9377791013111,18.7499727893794
"1010",21.2970118122769,21.5351321844163,21.5194741867295,20.5818821132746,20.4887106629476,21.2668865253698,20.8644736412709,21.3781364226597,21.7784454419701,21.3607439461029,21.1225625792484,21.4555605248237
"1046",22.2436058542259,21.9077803201102,21.7252453289246,21.0853650300731,20.7607196229837,22.2541676168014,20.8563571571363,21.5351321844163,21.6520362123698,22.5448630082011,22.0264239492723,22.324685293803
"1026",20.2019477219359,20.4297128461721,20.1743801421926,19.2019230693487,18.7256154651368,20.1414603241066,19.278092033326,20.1414603241066,20.3181066498509,20.1803809597192,20.7037699225685,20.8836424393181
"1045",20.7443468812511,20.3734038470691,20.2695595135771,18.9306636802983,19.4293466674473,20.9922992077528,19.3867237068774,20.3522007393202,19.7641994279474,20.7948193398589,20.5707163582668,20.3522007393202
"1043",20.4297128461721,20.4209143628468,20.5551025381267,19.2572404514126,20.3319508983273,21.3218169748356,20.0067898430139,20.3181066498509,21.0627787965434,21.1020160552347,20.9098257237356,20.5476120536246
"1143",22.14934876483,22.8145045015183,22.4852051152728,21.5626010894032,22.0169830385062,21.7466336933558,22.1317963173248,22.14934876483,21.9419054173383,22.0812407295385,22.6774029661734,22.4699031115534
"1063",20.4447171158937,20.1341670676583,19.7477713687572,21.3448462463754,20.3595015765881,21.1429607251838,23.92645708666,21.4332442385439,22.0264239492723,20.6175231969215,21.4163980714152,20.2370969145262
"1096",22.2697664189967,22.3698861726488,21.7784454419701,21.169620087299,21.9077803201102,21.8375458806331,22.2946053432506,21.9547490379963,21.9769728643515,22.1317963173248,22.6471219048957,22.0264239492723
"1130",21.0143109241597,21.4498576133261,20.7758334557282,19.31295115688,20.5778326493773,20.3319508983273,20.8836424393181,20.7376146452785,20.6815618010993,20.8836424393181,21.4555605248237,21.3448462463754
"1146",23.5529002729182,23.9488125738519,23.8523178196212,22.7564097901836,23.3562406070128,22.8559443523913,23.3304118792233,23.149201173879,23.662629654941,23.1310302163477,24.1402136813004,23.2797586120978
"1093",19.5847488918742,19.5415257013352,19.7023987929992,19.8778050632884,19.3790354838972,20.1743801421926,19.5847488918742,20.7758334557282,20.0714845426699,20.2274208420866,19.2427612867821,19.3743869369901
"1098",19.913964639231,19.8512326900101,19.3790354838972,19.8373128260207,19.8433951571557,20.1954071959928,20.5707163582668,20.5094750607885,19.5756092545594,20.2449617663651,20.2997084420816,19.2290546514105
"1088",17.1503082951722,17.3632051145653,17.7974504238264,17.590852944155,16.675532014586,17.6665840304087,17.3297094626939,17.0797143418577,17.9179025116401,17.3455065308189,17.7683307621925,17.6040379450325
"1134",20.9782762368092,19.9979171068901,19.6152619529433,20.0198204947653,20.2370969145262,18.6522348463106,19.4391107916661,19.9284435984999,19.5344035492799,20.2060858257726,19.7189749655697,19.2879352663756
"1209",23.9927172766584,24.3088168267925,24.3685265179041,23.0149099807156,23.4676174732209,23.3786865675448,23.7294293089766,24.5572665538025,24.1402136813004,23.7294293089766,23.9033459586846,24.5572665538025
"1151",21.8375458806331,22.2946053432506,21.5831484610762,21.5831484610762,21.6060317544146,21.2386230062792,21.7252453289246,21.6329013732177,21.6408378793448,21.7359466638407,22.3292120930644,22.0068613252755
"1120",16.8474331808128,16.3394665603703,18.7135542884558,17.2508100891904,17.1932276620034,17.8897693366366,17.5657984648882,17.5657984648882,17.5657984648882,17.6665840304087,17.4663472338181,17.5955938809199
"1126",17.0495344833395,16.8164844812031,18.6947714414087,17.6728658120797,16.9269072854221,17.6834522468291,16.675532014586,17.3207985545837,18.550093492214,17.3297094626939,17.4011779475873,17.2159599819523
"1164",20.6882503493309,21.0463442716709,20.4297128461721,20.471052924062,20.0361564345914,20.8202136266413,21.6238291433658,20.5965771720038,18.9673610242753,20.3799663421769,20.7758334557282,20.9221015370367
"1145",19.6085154621653,19.5136705454197,19.2290546514105,19.0010954707951,19.095976189751,18.4207124690358,19.2709543900576,19.8599436079128,19.7320782164307,19.5527336958663,20.2019477219359,20.2060858257726
"1181",17.3083999731934,17.1258175718287,16.7404321266494,17.7974504238264,17.1698616888434,17.2159599819523,17.4663472338181,16.538509800746,18.0400249770666,16.7177103631236,17.0495344833395,15.8691926702943
"1245",25.2329792737635,25.1348680210961,24.8585465239868,24.9860737369469,25.1348680210961,24.8905399164,23.7779744254055,25.3264128919649,24.8268476216601,24.951137958754,25.2329792737635,24.7816199003953
"1174",18.7196171653578,18.9749171322588,18.4207124690358,17.5955938809199,18.428156469252,17.6728658120797,18.8571583704866,18.3977682092807,18.9108476712155,18.2132961964009,18.6522348463106,18.2471382874094
"1222",17.6728658120797,17.3083999731934,17.9179025116401,18.2471382874094,17.6728658120797,18.2288419904557,17.7683307621925,18.0400249770666,18.6260472795918,17.7291841757888,17.6253474522936,17.6471499416254
"1203",20.0361564345914,19.9424304310914,19.6017816655851,19.2486162726182,19.6594840604049,19.9901731340218,19.9424304310914,19.4142913252734,20.1524774092487,20.2019477219359,19.32881562317,21.1833062813479
"1254",25.4641098782414,25.4641098782414,24.9860737369469,25.6057331537829,24.9860737369469,24.951137958754,24.6878969536991,25.173860292334,24.5856777057822,25.0355984892247,25.1348680210961,25.6057331537829
"1198",19.0010954707951,18.5261845080908,19.022602201662,17.6040379450325,18.3480651441553,18.2845729693561,19.3666564991813,17.7422563431548,19.0345758402055,19.1527522373602,18.7660180545631,18.4647081925742
